refArea,Potable water source - water point,State of the water network - good,State of the water network - acceptable,Potable water source - gallons purchase,Potable water source - artesian well,Total number of permanent water springs,State of the water network - bad,Observation URI,references,Potable water source - public network,publisher,Potable water source - other,Town,Total number of seasonal water springs,dataset,Total number of seasonal water points
https://dbpedia.org/page/South_Governorate,0,1,0,0,0,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouadi+El-Laymoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ouadi El-Laymoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouadi+Es-Sitt,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ouadi Es-Sitt,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hermel_District,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouadi+Faara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Faara,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouadi+Khaled,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Khaled,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
"http://dbpedia.org/resource/Tripoli_District,_Lebanon",0,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouadi+Nakhleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Nakhleh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bsharri_District,1,0,0,0,0,20,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouadi+Qannoubine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouadi Qannoubine,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouardaniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouardaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,0,0,20,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouarhaniyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ouarhaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ouata+El-Jaouz,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ouata El-Jaouz,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,1,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaa+Baalbek,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaa Baalbek,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/ZahlÃ©_District,0,0,0,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaa+Er-Rim,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qaa Er-Rim,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaaqaaiyet+Ej-Jisr,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaaqaaiyet Ej-Jisr,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaaqaiyet+Es-Snaoubar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaaqaiyet Es-Snaoubar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,1,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaaqour,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qaaqour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Akkar_Governorate,1,0,1,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qabaait,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qabaait,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/ZahlÃ©_District,1,0,1,1,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qabb+Elias,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Qabb Elias,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qabrikha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qabrikha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qachlaq,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qachlaq,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
http://dbpedia.org/resource/Byblos_District,1,0,0,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qahmez,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qahmez,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qalaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qalaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
"http://dbpedia.org/resource/Tripoli_District,_Lebanon",0,0,1,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qalamoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qalamoun,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qalaouiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qalaouiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qalhat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qalhat,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qannebet+Salima,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qannebet Salima,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qantara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qantara,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qantarat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qantarat Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qanya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qanya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaouzah,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaouzah,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,0,1,0,1,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaraaoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Qaraaoun,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qarah+Bach,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qarah Bach,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qardaf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qardaf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qarha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qarha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qarha+Baalbek,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qarha Baalbek,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,0,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qarhaiya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qarhaiya,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qarsaita,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Qarsaita,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qartaba,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qartaba,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Hermel_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaser,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qaser,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qatrani,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qatrani,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qattineh-Miniyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Qattineh-Miniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bsharri_District,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaynour,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qaynour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,1,0,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qaytouleh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qaytouleh,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,0,15,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qbaiyat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qbaiyat Aakkar,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,8
http://dbpedia.org/resource/Western_Beqaa_District,1,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qelaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qelaya,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qennabet+Broummana,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qennabet Broummana,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qennarit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qennarit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qild+Es+Sabea,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qild Es Sabea,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qlaiaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qlaiaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qlaileh+Harfoush,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qlaileh Harfoush,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qlaileh+Sour,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qlaileh Sour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qleiaat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qleiaat Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qleiaat+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qleiaat Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qloud+El-Baqieh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qloud El-Baqieh,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qmatiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qmatiyeh,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Bsharri_District,0,0,1,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qnat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qnat,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,1,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qobbayaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qobbayaa,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,0,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qornayel,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qornayel,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qornet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qornet Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qornet+El-Hamra,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qornet El-Hamra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,1,0,0,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qortada,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qortada,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qoubber+Chamra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qoubber Chamra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qounaitra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qounaitra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qoussaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qoussaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,0,1,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qraine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qraine,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1,0,0,1,0,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qraiyat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qraiyat,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qraiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qraiyeh,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qraiyet+Jlayse,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qraiyet Jlayse,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qraiyet+Saida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qraiyet Saida,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Nabatieh_Governorate,0,1,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qsaibet+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qsaibet En-Nabatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Qsarnaba,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qsarnaba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Raachine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Raachine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/ZahlÃ©_District,0,0,0,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Raait,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Raait,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rabb+Et-Tlatine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rabb Et-Tlatine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,1,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rabieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rabieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rachaaine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Rachaaine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rachaf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rachaf,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,0,0,1,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rachaiya+El-Foukhar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rachaiya El-Foukhar,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rachaya+El+Wadi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rachaya El Wadi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1,0,0,1,1,3,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rafid+Rachaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rafid Rachaya,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,5
https://dbpedia.org/page/Akkar_Governorate,0,0,1,0,0,100,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rahbeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rahbeh,365,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ram,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Ram,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
